fam;sp;environment;DF;SVL;logDF;logSVL
Leptodactylidae;Leptodactylus_griseigularis;still;2770;51;7.9266025992;3.9318256327
Leptodactylidae;Leptodactylus_knudseni;still;500;159;6.2146080984;5.0689042022
Leptodactylidae;Leptodactylus_labyrinthicus;still;391;170;5.96870756;5.1357984371
Leptodactylidae;Leptodactylus_leptodactyloides;still;1200;48;7.0900768358;3.8712010109
Leptodactylidae;Leptodactylus_longirostris;still;2315;40;7.7471649665;3.6888794541
Leptodactylidae;Leptodactylus_melanonotus;still;1840;46;7.5175208506;3.8286413965
Leptodactylidae;Leptodactylus_mystaceus;still;1056;52.2;6.9622434643;3.9550824949
Leptodactylidae;Leptodactylus_mystacinus;still;2275;65;7.7297353314;4.1743872699
Leptodactylidae;Leptodactylus_notoaktites;still;1230;50.8;7.1147694484;3.9278963546
Leptodactylidae;Leptodactylus_ocellatus;still;175;120;5.1647859739;4.7874917428
Leptodactylidae;Leptodactylus_pentadactylus;still;545;177;6.3007857947;5.1761497326
Leptodactylidae;Leptodactylus_podicipinus;still;1970;44.7;7.5857888217;3.7999735016
Leptodactylidae;Leptodactylus_rhodonotus;still;2000;79;7.6009024595;4.3694478525
Leptodactylidae;Leptodactylus_spixi;still;1634;43;7.3987862754;3.7612001157
Leptodactylidae;Leptodactylus_vastus;still;430;180.3;6.0637852087;5.1946221302
Leptodactylidae;Lithodytes_lineatus;still;2600;47;7.863266724;3.8501476017
Leptodactylidae;Paratelmatobius_cardosoi;still;2550;17.9;7.8438486382;2.8848007128
Leptodactylidae;Physalaemus_albonotatus;still;2399;32.4;7.7828072628;3.4781584228
Leptodactylidae;Physalaemus_barrioi;still;2265;29.45;7.7253300379;3.3826939101
Leptodactylidae;Physalaemus_biligonigerus;still;568;45;6.3421214187;3.8066624898
Leptodactylidae;Physalaemus_cuvieri;still;690;25.9;6.5366915976;3.2542429687
Leptodactylidae;Physalaemus_ephippifer;still;840;28;6.7334018918;3.3322045102
Leptodactylidae;Physalaemus_signifer;still;1210;25.9;7.0983756386;3.2542429687
Leptodactylidae;Pleurodema_bibroni;still;1960;38;7.5806997522;3.6375861597
Leptodactylidae;Pleurodema_brachyops;still;732;49;6.595780514;3.8918202981
Limnodynastidae;Neobatrachus_pelobatoides;still;816;39.6;6.704414355;3.6788291183
Limnodynastidae;Neobatrachus_pictus;still;1300;55;7.1701195434;4.0073331852
Limnodynastidae;Neobatrachus_sudelli;still;1509;40;7.3192024588;3.6888794541
Mantellidae;Aglyptodactylus_laticeps;still;2350;45.4;7.7621706071;3.815512105
Mantellidae;Blommersia_blommersae;still;6000;21.3;8.6995147482;3.0587070727
Mantellidae;Blommersia_domerguei;still;4350;17;8.3779311241;2.8332133441
Mantellidae;Blommersia_kely;still;4700;15.9;8.4553177877;2.7663191092
Mantellidae;Blommersia_sarotra;still;4592;16.8;8.432070938;2.8213788864
Mantellidae;Boophis_boehmei;flowing;2500;30;7.8240460109;3.4011973817
Mantellidae;Boophis_goudotii;still;750;70;6.6200732065;4.248495242
Mantellidae;Boophis_luteus;flowing;3250;40;8.0864102753;3.6888794541
Mantellidae;Boophis_marojezensis;flowing;5583;27;8.6274815453;3.295836866
Mantellidae;Boophis_rappiodes;flowing;3000;25.1;8.0063675677;3.2228678461
Mantellidae;Boophis_sibilans;flowing;3300;32.5;8.1016777475;3.4812400893
Mantellidae;Boophis_vittatus;flowing;7250;25.5;8.8887567478;3.2386784522
Mantellidae;Boophis_xerophilus;still;2700;38.7;7.901007052;3.6558396
Mantellidae;Guibemantis_tornieri;still;1850;49;7.5229409181;3.8918202981
Mantellidae;Mantella_viridis;flowing;4350;25;8.3779311241;3.2188758249
Mantellidae;Mantidactylus_argenteus;flowing;4250;27;8.3546742619;3.295836866
Mantellidae;Mantidactylus_charlotteae;flowing;2900;26.2;7.972466016;3.2657594108
Mantellidae;Mantidactylus_opiparis;flowing;3150;26.1;8.0551577318;3.2619353143
Megophyidae;Leptobrachium_gunungense;flowing;1200;65;7.0900768358;4.1743872699
Megophyidae;Leptobrachium_montanum;flowing;800;62.7;6.6846117277;4.1383614476
Megophyidae;Leptolalax_arayai;flowing;5588;29.6;8.6283767204;3.3877743613
Megophyidae;Leptolalax_oshanensis;flowing;4512;30.7;8.4144957932;3.4242626546
Megophyidae;Leptolalax_pictus;flowing;7000;36;8.853665428;3.5835189385
Megophyidae;Megophrys_nasuta;flowing;2250;105;7.7186854952;4.6539603502
Megophyidae;Oreolalax_omeimontis;flowing;1071;58.4;6.9763480704;4.0673158898
Megophyidae;Xenophrys_minor;flowing;3456;32;8.1478671299;3.4657359028
Microhylidae;Calluella_guttulata;still;1950;49;7.5755846516;3.8918202981
Microhylidae;Chiasmocleis_hudsoni;still;3795;17;8.2414396898;2.8332133441
Microhylidae;Chiasmocleis_shudikarensis;still;3565;24.5;8.1789193328;3.1986731176
Microhylidae;Dermatonotus_muelleri;still;1758;62.4;7.4719320782;4.1335652754
Microhylidae;Elachistocleis_ovalis;still;3838;36;8.2527066766;3.5835189385
Microhylidae;Gastrophryne_elegans;still;3100;25.8;8.0391573905;3.2503744919
Microhylidae;Gastrophryne_olivacea;still;4420;30.8;8.3938949751;3.42751469
Microhylidae;Glyphoglossus_molossus;still;700;77;6.551080335;4.3438054219
Microhylidae;Hamptophryne_boliviana;still;2208;35;7.6998424074;3.5553480615
Microhylidae;Hypopachus_variolosus;still;2750;48;7.9193561907;3.8712010109
Microhylidae;Kaloula_pulchra;still;2500;70;7.8240460109;4.248495242
Microhylidae;Microhyla_butleri;still;2850;26;7.9550742733;3.258096538
Microhylidae;Microhyla_pulchra;still;1750;35;7.4673710669;3.5553480615
Microhylidae;Micryletta_inornata;still;5450;30;8.6033708877;3.4011973817
Microhylidae;Phrynomantis_bifasciatus;still;1800;53;7.4955419439;3.9702919136
Microhylidae;Phrynomantis_microps;still;1260;47.3;7.1388669999;3.8565102955
Microhylidae;Scaphiophryne_boribory;still;700;60;6.551080335;4.0943445622
Microhylidae;Scaphiophryne_gottlebei;still;950;30;6.8564619846;3.4011973817
Microhylidae;Scaphiophryne_madagascariensis;still;1000;49;6.907755279;3.8918202981
Microhylidae;Scaphiophryne_menabensis;still;850;42;6.7452363495;3.7376696183
Microhylidae;Scaphiophryne_spinosa;still;800;48;6.6846117277;3.8712010109
Myobatrachidae;Crinia_riparia;flowing;2735;25.2;7.9138867149;3.2268439945
Myobatrachidae;Geocrinia_victoriana;still;2676;27;7.8920784212;3.295836866
Myobatrachidae;Pseudophryne_bibronii;still;2640;30;7.8785341961;3.4011973817
Myobatrachidae;Uperoleia_laevigata;still;2260;35;7.7231200923;3.5553480615
Nyctibatrachidae;Nyctibatrachus_major;flowing;1250;55;7.1308988303;4.0073331852
Odontophrynidae;Macrogenioglottus_alipioi;still;515;100;6.2441669007;4.605170186
Odontophrynidae;Odontophrynus_achalensis;flowing;933;49.4;6.8384052008;3.8999504242
Odontophrynidae;Odontophrynus_americanus;still;1035;58;6.9421567057;4.0604430105
Odontophrynidae;Odontophrynus_cultripes;still;660;60;6.492239835;4.0943445622
Odontophrynidae;Odontophrynus_occidentalis;flowing;820;60;6.7093043403;4.0943445622
Odontophrynidae;Proceratophrys_avelinoi;flowing;1600;29.2;7.3777589082;3.3741687093
Odontophrynidae;Proceratophrys_bigibbosa;flowing;1050;43.8;6.9565454432;3.7796338174
Odontophrynidae;Proceratophrys_concavitympanum;flowing;818;57.1;6.7068623366;4.0448041167
Odontophrynidae;Proceratophrys_cristiceps;flowing;940;50.2;6.8458798753;3.9160150267
Odontophrynidae;Proceratophrys_cururu;flowing;800;43.1;6.6846117277;3.7635229971
Odontophrynidae;Proceratophrys_goyana;flowing;1006;46.5;6.9137373507;3.8394523126
Odontophrynidae;Proceratophrys_melanopogon;flowing;1179;49.9;7.0724219005;3.9100210028
Pelobatidae;Pelobates_cultripes;still;1075;85;6.9800759406;4.4426512565
Petropedetidae;Petropedetes_yakusini;flowing;1300;73;7.1701195434;4.2904594411
Phrynobatrachidae;Phrynobatrachus_acridoides;still;2000;28;7.6009024595;3.3322045102
Phrynobatrachidae;Phrynobatrachus_dendrobates;flowing;3800;31;8.2427563457;3.4339872045
Pipidae;Xenopus_ruwenzoriensis;still;1500;44;7.3132203871;3.7841896339
Ptychadenidae;Hildebrandtia_ornata;still;1400;65;7.2442275156;4.1743872699
Ptychadenidae;Ptychadena_anchietae;still;1750;51;7.4673710669;3.9318256327
Ptychadenidae;Ptychadena_mahnerti;still;3000;42;8.0063675677;3.7376696183
Ptychadenidae;Ptychadena_oxyrhynchus;still;1715;53;7.4471683596;3.9702919136
Ptychadenidae;Ptychadena_porosissima;still;4091;44.1;8.3165447179;3.7864597825
Ptychadenidae;Ptychadena_taenioscelis;still;2450;35;7.8038433035;3.5553480615
Pyxicephalidae;Cacosternum_boettgeri;still;4500;19;8.4118326758;2.9444389792
Pyxicephalidae;Cacosternum_capense;still;2300;31.5;7.7406644019;3.4499875458
Pyxicephalidae;Cacosternum_nanum;still;3600;15;8.1886891244;2.7080502011
Pyxicephalidae;Microbatrachella_capensis;still;4900;15;8.4969904841;2.7080502011
Pyxicephalidae;Poyntonia_paludicola;flowing;2200;30;7.6962126393;3.4011973817
Pyxicephalidae;Pyxicephalus_adspersus;still;225;245;5.4161004022;5.5012582105
Pyxicephalidae;Pyxicephalus_edulis;still;525;120;6.2633982626;4.7874917428
Pyxicephalidae;Strongylopus_grayii;still;2300;35;7.7406644019;3.5553480615
Pyxicephalidae;Tomopterna_cryptotis;still;3450;45;8.14612951;3.8066624898
Pyxicephalidae;Tomopterna_delalandii;still;2500;44.8;7.8240460109;3.8022081394
Pyxicephalidae;Tomopterna_krugerensis;still;2500;44.8;7.8240460109;3.8022081394
Pyxicephalidae;Tomopterna_tuberculosa;still;2600;40;7.863266724;3.6888794541
Ranidae;Amnirana_galamensis;still;2500;78;7.8240460109;4.3567088267
Ranidae;Amolops_chunganensis;flowing;3425;39;8.1388567507;3.6635616461
Ranidae;Amolops_larutensis;flowing;5033;30;8.5237715068;3.4011973817
Ranidae;Amolops_panhai;flowing;6500;34;8.7795574559;3.5263605246
Ranidae;Amolops_wuyiensis;flowing;2232;47;7.7106533235;3.8501476017
Ranidae;Huia_cavitympanum;flowing;15966;52;9.6782167402;3.9512437186
Ranidae;Huia_masonii;flowing;12000;37.8;9.3926619288;3.6323091026
Ranidae;Hylarana_nicobariensis;still;1825;46.2;7.509335266;3.8329797981
Ranidae;Meristogenys_jerboa;flowing;5650;44;8.6394108241;3.7841896339
Ranidae;Meristogenys_orphnocnemis;flowing;7205;37.3;8.8825305084;3.6189933266
Ranidae;Odorrana_schmackeri;flowing;3479;46;8.1545001752;3.8286413965
Ranidae;Odorrana_tormota;flowing;7000;33;8.853665428;3.4965075615
Ranidae;Rana_adenopleura;still;650;51;6.4769723629;3.9318256327
Ranidae;Rana_amamiensis;flowing;2850;69;7.9550742733;4.2341065046
Ranidae;Rana_baramica;still;2000;55.6;7.6009024595;4.0181832013
Ranidae;Rana_curtipes;still;1222;51.4;7.1082441397;3.9396381725
Ranidae;Rana_dalmatina;still;682;59;6.5250296578;4.0775374439
Ranidae;Rana_erythraea;still;2459;48;7.8075100422;3.8712010109
Ranidae;Rana_forreri;still;850;90;6.7452363495;4.4998096703
Ranidae;Rana_glandulosa;still;1380;55;7.2298387782;4.0073331852
Ranidae;Rana_hosii;flowing;4950;68;8.5071428556;4.2195077052
Ranidae;Rana_laterimaculata;flowing;3245;39;8.0848706291;3.6635616461
Ranidae;Rana_lessonae;still;1831;57;7.5126175447;4.0430512678
Ranidae;Rana_livida;flowing;5250;54;8.5659833556;3.9889840466
Ranidae;Rana_luctuosa;still;1500;68;7.3132203871;4.2195077052
Ranidae;Rana_nigromaculata;still;2043;81;7.6221745948;4.3944491547
Ranidae;Rana_picturata;flowing;2500;54;7.8240460109;3.9889840466
Ranidae;Rana_plancyi;still;1840;50;7.5175208506;3.9120230054
Ranidae;Rana_pretiosa;still;1000;75;6.907755279;4.3174881135
Ranidae;Rana_septentrionalis;still;605;63.1;6.405228458;4.1447207695
Ranidae;Rana_supranarina;flowing;1840;76.8;7.5175208506;4.3412046402
Ranidae;Rana_taylori;still;1350;78;7.2078598714;4.3567088267
Ranidae;Rana_temporalis;flowing;3100;55.3;8.0391573905;4.0127729085
Ranidae;Rana_utsunomiyaorum;flowing;2326;48.1;7.7519053331;3.8732821771
Ranidae;Staurois_latopalmatus;flowing;5149;47.7;8.5465578;3.8649313979
Ranidae;Staurois_natator;flowing;4746;35.5;8.465057437;3.5695326965
Ranidae;Staurois_parvus;flowing;5578;23.6;8.6265855682;3.161246712
Ranidae;Staurois_tuberilinguis;flowing;5240;30.2;8.5640767773;3.4078419244
Rhacophoridae;Buergeria_robusta;flowing;1850;52;7.5229409181;3.9512437186
Rhacophoridae;Chiromantis_doriae;still;4300;26.5;8.3663703017;3.277144733
Rhacophoridae;Chiromantis_rufescens;still;1650;49;7.4085305669;3.8918202981
Rhacophoridae;Chiromantis_vittatus;still;3900;25.2;8.2687318321;3.2268439945
Rhacophoridae;Chiromantis_xerampelina;still;1700;75;7.43838353;4.3174881135
Rhacophoridae;Ghatixalus_variabilis;flowing;3135;48;8.0503844531;3.8712010109
Rhacophoridae;Kurixalus_idiootocus;still;2300;24.9;7.7406644019;3.2148678035
Rhacophoridae;Polypedates_leucomystax;still;1528;63;7.3317149697;4.1431347264
Rhacophoridae;Polypedates_maculatus;still;1550;57;7.3460102099;4.0430512678
Rhacophoridae;Rhacophorus_arboreus;still;1400;60;7.2442275156;4.0943445622
Rhacophoridae;Rhacophorus_chenfui;still;2329;41;7.7531942699;3.7135720667
Rhacophoridae;Rhacophorus_dennysi;still;1321;96;7.1861443045;4.5643481915
Rhacophoridae;Rhacophorus_dugritei;still;1600;40.8;7.3777589082;3.7086820814
Rhacophoridae;Rhacophorus_kio;still;890;79.1;6.7912214627;4.3707128748
Rhacophoridae;Rhacophorus_malabaricus;still;1260;48.3;7.1388669999;3.8774315607
Rhacophoridae;Rhacophorus_omeimontis;still;972;70;6.8793558045;4.248495242
Rhacophoridae;Rhacophorus_reinwardtii;still;1300;52.5;7.1701195434;3.9608131696
Rhacophoridae;Rhacophorus_schlegelii;still;1900;43;7.5496091652;3.7612001157
Rhinophrynidae;Rhinophrynus_dorsalis;still;1525;75;7.329749689;4.3174881135
Scaphiopodidae;Scaphiopus_couchii;still;1650;72;7.4085305669;4.276666119
Scaphiopodidae;Scaphiopus_holbrookii;still;1425;78;7.2619270927;4.3567088267
Scaphiopodidae;Scaphiopus_hurterii;still;1500;67;7.3132203871;4.2046926194
Scaphiopodidae;Spea_multiplicata;still;1300;49;7.1701195434;3.8918202981
